年,一级品类,二级品类,三级品类,品牌,商品名,商品ID,销量(件),销售额(元),均价(元)
2020,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,【ZB】玛丽黛佳900目小蘑菇精华养肤粉底液霜膏气垫干皮保湿,618823655172,3917,769178,196.4
2020,彩妆香水,面部彩妆,粉底液,爱敬 爱纪二十之 Aekyung Age 20's,爱敬全能款气垫bb霜age20s官方旗舰店旗舰气垫遮瑕保湿持久不脱妆,582677421511,4816,765108,158.9
2020,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼大师造型紧颜粉底液 干皮轻薄持妆遮瑕提亮,624816973667,1210,762300,630
2020,彩妆香水,面部彩妆,粉底液,爱敬 Aekyung,李希侃同款爱敬气垫bb霜遮瑕保湿持久控油旗舰店官方旗舰新款,628689078070,4914,758921,154.4
2020,彩妆香水,面部彩妆,粉底液,Y.N.M,ynm粉底液控油持久遮瑕保湿官方旗舰店学生平价虾青素干油皮霜膏,626334454615,7593,758082,99.8
2020,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅24小时粉底液控油哑光遮瑕保湿bb霜油皮亲妈官方旗舰店正品,565505533125,7019,756352,107.8
2020,彩妆香水,面部彩妆,粉底液,完美日记 Perfect Diary,【专用0点30分付尾款】完美日记双11小黑盖粉底液遮瑕液黑盖散粉,629792923649,5021,750027,149.4
2020,彩妆香水,面部彩妆,粉底液,科维曲 Couverturemp,科维曲小金瓶粉底液养肤遮瑕保湿持久控油油皮亲妈抗蓝光不脱妆,604092314709,9840,744782,75.7
2020,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,意大利进口内料卡姿兰奢绒无痕黑金粉底液遮瑕保湿控油持久奶油肌,608876827597,2907,743683,255.8
2020,彩妆香水,面部彩妆,粉底液,透真,透真粉底液保湿遮瑕提亮独角兽bb霜膏女持久控油化妆师专用品cc霜,575981606721,9882,741422,75
2020,彩妆香水,面部彩妆,粉底液,Y.N.M,双11预售ynm粉底液控油持久遮瑕保湿官方旗舰店学生平价虾青素,627950249367,4243,740980,174.6
2020,彩妆香水,面部彩妆,粉底液,Fenty Beauty By Rihanna,FENTYBEAUTY蕾哈娜滤镜大师柔光美肌粉底液持妆,600913955134,2169,733122,338
2020,彩妆香水,面部彩妆,粉底液,CROXX,【新品】croxx银蚀孤品琉色持妆粉底液遮瑕控油保湿持久轻薄,609123915543,5706,732738,128.4
2020,彩妆香水,面部彩妆,粉底液,芭比波朗 Bobbi Brown,BOBBI BROWN芭比波朗清透持妆粉底液 控油持久遮瑕清爽保湿雾面,572743242990,1706,732140,429.2
2020,彩妆香水,面部彩妆,粉底液,初夏堂,【11月1日00:30-3日付尾款】初夏堂001粉底液2件套保湿滋润遮瑕,628108430780,4091,730604,178.6
2020,彩妆香水,面部彩妆,粉底液,VNC,vnc轻薄粉底液持久遮瑕水润保湿无暇干皮油皮控油bb霜女学生平价,600758749519,15303,727465,47.5
2020,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻奇迹薄纱粉底液30ml 自然持久 隔离遮瑕,552715744475,1501,725390,483.3
2020,彩妆香水,面部彩妆,粉底液,梵贞 Venzen,【活动中】强遮暇奶油肌粉底液,604162217306,10377,725352,69.9
2020,彩妆香水,面部彩妆,粉底液,蝶莲娜 Delena,蝶莲娜黑盖粉底液 宋轶小红书推荐 持妆控油不卡粉遮瑕轻薄透气,622118842861,14788,724612,49
2020,彩妆香水,面部彩妆,粉底液,Clever Skin,CLEVERSKIN妙肤秀粉底液遮瑕保湿持久防水干皮水润轻薄奶油肌平价,619911731604,8225,723571,88
2020,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,【加入购物车】兰蔻新持妆气垫 新空气轻垫轻透粉底液 高遮瑕BB霜,598802130522,1606,722700,450
2020,彩妆香水,面部彩妆,粉底液,芭贝拉 Babrea,芭贝拉粉底液控油持久遮瑕轻薄保湿干皮油皮持妆巴贝拉官方旗舰店,630124054454,8003,716267,89.5
2020,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅吸油棒粉底液遮瑕持久控油哑光油皮亲妈35mlO,577846190976,5280,712800,135
2020,彩妆香水,面部彩妆,粉底液,名言堂 Hof,HOF色彩之源粉底液遮瑕保湿持久干皮油皮24小时养肤型奶油肌 bb霜,614736659361,7394,709633,96
2020,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻菁纯臻颜精华粉底液30ml 养肤底妆遮瑕奶油肌自然服帖不脱妆,604505022781,770,708400,920
